Line #,State abbreviation,State name,Congressional district, Citizen voting-age population Estimate , Citizen voting-age population Margin of error (MOE) , Less than 9th grade Estimate , Less than 9th grade Margin of error (MOE) , Less than 9th grade Percent of total , Less than 9th grade Percent of total margin of error (MOE) ," 9th to 12 Grade, no diploma Estimate "," 9th to 12 Grade, no diploma Margin of error (MOE) "," 9th to 12 Grade, no diploma Percent of total "," 9th to 12 Grade, no diploma Percent of total margin of error (MOE) ", High school graduate Estimate , High school graduate Margin of error (MOE) , High school graduate Percent of total , High school graduate Percent of total margin of error (MOE) ," Some college, no degree Estimate "," Some college, no degree Margin of error (MOE) "," Some college, no degree Percent of total "," Some college, no degree Percent of total margin of error (MOE) ", Associate's degree Estimate , Associate's degree Margin of error (MOE) , Associate's degree Percent of total , Associate's degree Percent of total margin of error (MOE) , Bachelor's degree Estimate , Bachelor's degree Margin of error (MOE) , Bachelor's degree Percent of total , Bachelor's degree Percent of total margin of error (MOE) , Graduate degree Estimate , Graduate degree Margin of error (MOE) , Graduate degree Percent of total , Graduate degree Percent of total margin of error (MOE) , High school or more Estimate , High school or more Margin of error (MOE) , High school or more Percent of total , High school or more Percent of total margin of error (MOE) , Bachelor's degree or more Estimate , Bachelor's degree or more Margin of error (MOE) , Bachelor's degree or more Percent of total , Bachelor's degree or more Percent of total margin of error (MOE) ,
293,NC,North Carolina,8," 581,896 "," 5,618 "," 15,442 "," 2,226 ", 2.7 , 0.4 ," 43,292 "," 3,632 ", 7.4 , 0.6 ," 165,047 "," 6,961 ", 28.4 , 1.2 ," 150,451 "," 6,252 ", 25.9 , 1.1 ," 61,657 "," 4,043 ", 10.6 , 0.7 ," 96,263 "," 5,098 ", 16.5 , 0.9 ," 49,744 "," 4,048 ", 8.5 , 0.7 ," 523,162 "," 5,635 ", 89.9 , 0.7 ," 146,007 "," 6,129 ", 25.1 , 1.0 ,
294,NC,North Carolina,9," 561,804 "," 6,951 "," 16,889 "," 1,892 ", 3.0 , 0.3 ," 45,406 "," 3,468 ", 8.1 , 0.6 ," 142,144 "," 5,571 ", 25.3 , 1.0 ," 122,465 "," 5,624 ", 21.8 , 1.0 ," 45,150 "," 2,992 ", 8.0 , 0.5 ," 127,162 "," 4,573 ", 22.6 , 0.8 ," 62,588 "," 3,464 ", 11.1 , 0.6 ," 499,509 "," 7,612 ", 88.9 , 0.7 ," 189,750 "," 5,654 ", 33.8 , 0.9 ,
295,NC,North Carolina,10," 585,102 "," 4,892 "," 17,667 "," 2,374 ", 3.0 , 0.4 ," 52,820 "," 3,632 ", 9.0 , 0.6 ," 175,345 "," 6,578 ", 30.0 , 1.1 ," 137,346 "," 6,432 ", 23.5 , 1.1 ," 62,071 "," 3,676 ", 10.6 , 0.6 ," 95,374 "," 4,925 ", 16.3 , 0.8 ," 44,479 "," 2,895 ", 7.6 , 0.5 ," 514,615 "," 5,851 ", 88.0 , 0.7 ," 139,853 "," 5,954 ", 23.9 , 1.0 ,
296,NC,North Carolina,11," 604,505 "," 5,083 "," 19,136 "," 2,524 ", 3.2 , 0.4 ," 53,301 "," 3,947 ", 8.8 , 0.7 ," 177,956 "," 6,505 ", 29.4 , 1.0 ," 141,325 "," 6,495 ", 23.4 , 1.0 ," 61,958 "," 3,874 ", 10.2 , 0.6 ," 96,127 "," 5,937 ", 15.9 , 1.0 ," 54,702 "," 4,300 ", 9.0 , 0.7 ," 532,068 "," 6,605 ", 88.0 , 0.8 ," 150,829 "," 7,850 ", 25.0 , 1.3 ,
297,NC,North Carolina,12," 591,843 "," 7,234 "," 10,567 "," 2,333 ", 1.8 , 0.4 ," 36,235 "," 3,758 ", 6.1 , 0.6 ," 111,910 "," 7,238 ", 18.9 , 1.2 ," 146,130 "," 6,044 ", 24.7 , 1.0 ," 51,052 "," 3,828 ", 8.6 , 0.6 ," 162,829 "," 7,472 ", 27.5 , 1.2 ," 73,120 "," 4,702 ", 12.4 , 0.8 ," 545,041 "," 6,733 ", 92.1 , 0.7 ," 235,949 "," 8,267 ", 39.9 , 1.4 ,
298,NC,North Carolina,13," 579,274 "," 7,005 "," 14,751 "," 2,380 ", 2.5 , 0.4 ," 48,189 "," 4,334 ", 8.3 , 0.7 ," 158,035 "," 7,335 ", 27.3 , 1.2 ," 147,984 "," 6,531 ", 25.5 , 1.1 ," 54,321 "," 3,733 ", 9.4 , 0.7 ," 106,577 "," 5,801 ", 18.4 , 0.9 ," 49,417 "," 3,250 ", 8.5 , 0.6 ," 516,334 "," 7,852 ", 89.1 , 0.8 ," 155,994 "," 6,034 ", 26.9 , 1.0 ,
299,ND,North Dakota,At-large," 567,351 "," 3,196 "," 15,546 "," 1,962 ", 2.7 , 0.3 ," 25,287 "," 2,319 ", 4.5 , 0.4 ," 148,841 "," 4,703 ", 26.2 , 0.8 ," 144,944 "," 5,756 ", 25.5 , 1.0 ," 82,195 "," 4,951 ", 14.5 , 0.9 ," 115,082 "," 5,434 ", 20.3 , 0.9 ," 35,456 "," 2,636 ", 6.2 , 0.5 ," 526,518 "," 4,853 ", 92.8 , 0.6 ," 150,538 "," 5,721 ", 26.5 , 1.0 ,
300,OH,Ohio,1," 541,695 "," 5,990 "," 12,480 "," 2,295 ", 2.3 , 0.4 ," 37,906 "," 3,357 ", 7.0 , 0.6 ," 159,131 "," 6,407 ", 29.4 , 1.2 ," 112,921 "," 5,559 ", 20.8 , 1.0 ," 42,517 "," 3,675 ", 7.8 , 0.7 ," 109,523 "," 6,126 ", 20.2 , 1.1 ," 67,217 "," 3,662 ", 12.4 , 0.7 ," 491,309 "," 6,550 ", 90.7 , 0.7 ," 176,740 "," 7,113 ", 32.6 , 1.2 ,
301,OH,Ohio,2," 557,971 "," 6,728 "," 12,806 "," 1,861 ", 2.3 , 0.3 ," 38,836 "," 3,207 ", 7.0 , 0.6 ," 179,331 "," 6,748 ", 32.1 , 1.2 ," 115,407 "," 5,221 ", 20.7 , 0.9 ," 42,885 "," 3,259 ", 7.7 , 0.6 ," 107,448 "," 5,569 ", 19.3 , 1.0 ," 61,258 "," 3,919 ", 11.0 , 0.7 ," 506,329 "," 7,709 ", 90.7 , 0.7 ," 168,706 "," 6,978 ", 30.2 , 1.1 ,
302,OH,Ohio,3," 560,963 "," 8,952 "," 12,033 "," 1,993 ", 2.1 , 0.3 ," 46,819 "," 3,810 ", 8.3 , 0.7 ," 162,352 "," 5,526 ", 28.9 , 0.8 ," 149,107 "," 7,214 ", 26.6 , 1.3 ," 41,456 "," 3,854 ", 7.4 , 0.7 ," 102,291 "," 5,664 ", 18.2 , 0.9 ," 46,905 "," 4,356 ", 8.4 , 0.8 ," 502,111 "," 8,458 ", 89.5 , 0.7 ," 149,196 "," 6,450 ", 26.6 , 1.1 ,
303,OH,Ohio,4," 542,874 "," 4,816 "," 8,396 "," 1,384 ", 1.5 , 0.3 ," 40,645 "," 2,787 ", 7.5 , 0.5 ," 227,241 "," 5,621 ", 41.9 , 0.9 ," 118,829 "," 5,132 ", 21.9 , 0.9 ," 54,698 "," 3,153 ", 10.1 , 0.6 ," 61,147 "," 3,424 ", 11.3 , 0.6 ," 31,918 "," 2,505 ", 5.9 , 0.5 ," 493,833 "," 5,356 ", 91.0 , 0.6 ," 93,065 "," 4,105 ", 17.1 , 0.8 ,
304,OH,Ohio,5," 549,171 "," 4,850 "," 8,179 "," 1,438 ", 1.5 , 0.3 ," 33,024 "," 2,841 ", 6.0 , 0.5 ," 194,792 "," 6,011 ", 35.5 , 1.1 ," 126,171 "," 4,842 ", 23.0 , 0.8 ," 49,952 "," 3,280 ", 9.1 , 0.6 ," 85,505 "," 4,879 ", 15.6 , 0.9 ," 51,548 "," 3,251 ", 9.4 , 0.6 ," 507,968 "," 5,532 ", 92.5 , 0.6 ," 137,053 "," 6,038 ", 25.0 , 1.1 ,
305,OH,Ohio,6," 545,803 "," 4,800 "," 15,035 "," 2,105 ", 2.8 , 0.4 ," 45,891 "," 3,317 ", 8.4 , 0.6 ," 243,105 "," 6,676 ", 44.5 , 1.2 ," 104,787 "," 5,487 ", 19.2 , 1.0 ," 50,815 "," 3,000 ", 9.3 , 0.6 ," 55,394 "," 3,936 ", 10.1 , 0.7 ," 30,776 "," 2,649 ", 5.6 , 0.5 ," 484,877 "," 5,508 ", 88.8 , 0.7 ," 86,170 "," 4,434 ", 15.8 , 0.8 ,
306,OH,Ohio,7," 557,024 "," 7,057 "," 25,543 "," 2,996 ", 4.6 , 0.5 ," 40,928 "," 3,478 ", 7.3 , 0.6 ," 216,413 "," 5,898 ", 38.9 , 1.0 ," 118,866 "," 4,667 ", 21.3 , 0.8 ," 45,198 "," 3,326 ", 8.1 , 0.6 ," 70,596 "," 4,435 ", 12.7 , 0.8 ," 39,480 "," 3,036 ", 7.1 , 0.5 ," 490,553 "," 7,516 ", 88.1 , 0.8 ," 110,076 "," 4,933 ", 19.8 , 0.9 ,
307,OH,Ohio,8," 546,406 "," 2,927 "," 11,657 "," 2,008 ", 2.1 , 0.4 ," 39,929 "," 2,778 ", 7.3 , 0.5 ," 194,706 "," 5,738 ", 35.6 , 1.0 ," 129,108 "," 5,371 ", 23.6 , 1.0 ," 46,735 "," 3,376 ", 8.6 , 0.6 ," 83,985 "," 5,029 ", 15.4 , 0.9 ," 40,286 "," 3,500 ", 7.4 , 0.6 ," 494,820 "," 4,337 ", 90.6 , 0.6 ," 124,271 "," 6,173 ", 22.7 , 1.1 ,
308,OH,Ohio,9," 545,749 "," 8,394 "," 15,058 "," 2,385 ", 2.8 , 0.4 ," 48,500 "," 3,859 ", 8.9 , 0.7 ," 179,845 "," 6,296 ", 33.0 , 1.1 ," 139,469 "," 6,135 ", 25.6 , 1.0 ," 46,334 "," 3,250 ", 8.5 , 0.6 ," 76,917 "," 4,689 ", 14.1 , 0.8 ," 39,626 "," 2,651 ", 7.3 , 0.5 ," 482,191 "," 8,507 ", 88.4 , 0.8 ," 116,543 "," 5,185 ", 21.4 , 0.9 ,
309,OH,Ohio,10," 552,514 "," 2,402 "," 9,937 "," 1,573 ", 1.8 , 0.3 ," 38,545 "," 3,491 ", 7.0 , 0.6 ," 153,389 "," 4,861 ", 27.8 , 0.9 ," 146,059 "," 5,982 ", 26.4 , 1.1 ," 49,346 "," 3,097 ", 8.9 , 0.6 ," 89,308 "," 4,309 ", 16.2 , 0.8 ," 65,930 "," 3,713 ", 11.9 , 0.7 ," 504,032 "," 3,981 ", 91.2 , 0.7 ," 155,238 "," 4,348 ", 28.1 , 0.8 ,
310,OH,Ohio,11," 524,803 "," 8,831 "," 15,282 "," 1,992 ", 2.9 , 0.4 ," 54,749 "," 4,104 ", 10.4 , 0.7 ," 151,651 "," 5,381 ", 28.9 , 0.9 ," 124,933 "," 6,358 ", 23.8 , 1.1 ," 39,417 "," 3,555 ", 7.5 , 0.7 ," 82,102 "," 4,154 ", 15.6 , 0.7 ," 56,669 "," 3,742 ", 10.8 , 0.7 ," 454,772 "," 8,242 ", 86.7 , 0.8 ," 138,771 "," 4,952 ", 26.4 , 0.8 ,
311,OH,Ohio,12," 585,940 "," 7,173 "," 9,882 "," 1,807 ", 1.7 , 0.3 ," 28,982 "," 2,923 ", 4.9 , 0.5 ," 161,706 "," 6,767 ", 27.6 , 1.0 ," 121,457 "," 5,783 ", 20.7 , 1.0 ," 39,600 "," 3,412 ", 6.8 , 0.6 ," 145,735 "," 5,222 ", 24.9 , 0.8 ," 78,578 "," 4,399 ", 13.4 , 0.7 ," 547,076 "," 7,993 ", 93.4 , 0.6 ," 224,313 "," 7,002 ", 38.3 , 1.1 ,
312,OH,Ohio,13," 559,931 "," 7,719 "," 12,042 "," 2,021 ", 2.2 , 0.4 ," 42,021 "," 4,036 ", 7.5 , 0.7 ," 202,284 "," 5,734 ", 36.1 , 1.0 ," 143,217 "," 6,544 ", 25.6 , 1.1 ," 39,416 "," 3,243 ", 7.0 , 0.6 ," 78,664 "," 4,442 ", 14.0 , 0.8 ," 42,287 "," 3,088 ", 7.6 , 0.5 ," 505,868 "," 7,327 ", 90.3 , 0.8 ," 120,951 "," 5,359 ", 21.6 , 0.9 ,
313,OH,Ohio,14," 553,668 "," 6,479 "," 16,280 "," 2,360 ", 2.9 , 0.4 ," 28,544 "," 2,712 ", 5.2 , 0.5 ," 163,375 "," 6,481 ", 29.5 , 1.1 ," 109,869 "," 4,805 ", 19.8 , 0.8 ," 43,396 "," 3,069 ", 7.8 , 0.6 ," 121,554 "," 4,671 ", 22.0 , 0.8 ," 70,650 "," 3,457 ", 12.8 , 0.6 ," 508,844 "," 7,748 ", 91.9 , 0.7 ," 192,204 "," 6,047 ", 34.7 , 1.0 ,
314,OH,Ohio,15," 586,092 "," 6,358 "," 10,635 "," 1,639 ", 1.8 , 0.3 ," 40,687 "," 3,737 ", 6.9 , 0.6 ," 190,377 "," 6,016 ", 32.5 , 1.0 ," 126,001 "," 6,703 ", 21.5 , 1.1 ," 42,927 "," 3,096 ", 7.3 , 0.5 ," 110,222 "," 5,906 ", 18.8 , 1.0 ," 65,243 "," 4,093 ", 11.1 , 0.7 ," 534,770 "," 6,524 ", 91.2 , 0.7 ," 175,465 "," 7,224 ", 29.9 , 1.2 ,
315,OH,Ohio,16," 553,316 "," 8,332 "," 10,777 "," 1,556 ", 1.9 , 0.3 ," 22,848 "," 1,937 ", 4.1 , 0.3 ," 164,323 "," 6,508 ", 29.7 , 1.1 ," 123,950 "," 6,797 ", 22.4 , 1.1 ," 48,612 "," 3,407 ", 8.8 , 0.6 ," 117,209 "," 4,514 ", 21.2 , 0.8 ," 65,597 "," 3,518 ", 11.9 , 0.7 ," 519,691 "," 8,260 ", 93.9 , 0.4 ," 182,806 "," 5,414 ", 33.0 , 1.0 ,
316,OK,Oklahoma,1," 565,812 "," 2,986 "," 10,635 "," 1,311 ", 1.9 , 0.2 ," 40,682 "," 1,878 ", 7.2 , 0.3 ," 156,559 "," 4,713 ", 27.7 , 0.8 ," 147,183 "," 3,942 ", 26.0 , 0.7 ," 49,828 "," 2,549 ", 8.8 , 0.5 ," 110,571 "," 3,636 ", 19.5 , 0.6 ," 50,354 "," 3,057 ", 8.9 , 0.5 ," 514,495 "," 3,395 ", 90.9 , 0.4 ," 160,925 "," 4,069 ", 28.4 , 0.7 ,
317,OK,Oklahoma,2," 564,213 "," 2,174 "," 19,429 "," 1,643 ", 3.4 , 0.3 ," 63,222 "," 3,064 ", 11.2 , 0.5 ," 218,810 "," 3,679 ", 38.8 , 0.7 ," 128,176 "," 3,779 ", 22.7 , 0.7 ," 44,414 "," 2,090 ", 7.9 , 0.4 ," 61,249 "," 2,644 ", 10.9 , 0.5 ," 28,913 "," 2,135 ", 5.1 , 0.4 ," 481,562 "," 3,911 ", 85.4 , 0.6 ," 90,162 "," 3,553 ", 16.0 , 0.6 ,
318,OK,Oklahoma,3," 571,661 "," 2,631 "," 13,873 "," 1,607 ", 2.4 , 0.3 ," 47,362 "," 2,753 ", 8.3 , 0.5 ," 199,176 "," 5,511 ", 34.8 , 0.9 ," 150,474 "," 5,380 ", 26.3 , 0.9 ," 42,061 "," 2,772 ", 7.4 , 0.5 ," 83,205 "," 4,101 ", 14.6 , 0.7 ," 35,510 "," 2,699 ", 6.2 , 0.5 ," 510,426 "," 3,792 ", 89.3 , 0.6 ," 118,715 "," 5,126 ", 20.8 , 0.9 ,
319,OK,Oklahoma,4," 589,702 "," 4,619 "," 13,067 "," 1,798 ", 2.2 , 0.3 ," 41,027 "," 2,591 ", 7.0 , 0.4 ," 190,794 "," 6,786 ", 32.4 , 1.1 ," 167,764 "," 5,346 ", 28.4 , 0.9 ," 43,067 "," 3,414 ", 7.3 , 0.6 ," 84,048 "," 3,787 ", 14.3 , 0.6 ," 49,935 "," 3,707 ", 8.5 , 0.6 ," 535,608 "," 5,197 ", 90.8 , 0.5 ," 133,983 "," 5,439 ", 22.7 , 0.9 ,
320,OK,Oklahoma,5," 561,277 "," 5,517 "," 13,775 "," 2,131 ", 2.5 , 0.4 ," 44,123 "," 4,030 ", 7.9 , 0.7 ," 148,804 "," 5,736 ", 26.5 , 1.0 ," 145,781 "," 5,879 ", 26.0 , 1.0 ," 40,854 "," 3,585 ", 7.3 , 0.6 ," 107,536 "," 5,271 ", 19.2 , 1.0 ," 60,404 "," 3,701 ", 10.8 , 0.6 ," 503,379 "," 6,486 ", 89.7 , 0.8 ," 167,940 "," 6,314 ", 29.9 , 1.1 ,
321,OR,Oregon,1," 606,198 "," 6,201 "," 9,339 "," 1,916 ", 1.5 , 0.3 ," 26,679 "," 2,453 ", 4.4 , 0.4 ," 128,013 "," 5,599 ", 21.1 , 0.9 ," 146,233 "," 5,895 ", 24.1 , 0.9 ," 53,496 "," 4,239 ", 8.8 , 0.7 ," 156,276 "," 5,380 ", 25.8 , 0.8 ," 86,162 "," 4,080 ", 14.2 , 0.6 ," 570,180 "," 6,314 ", 94.1 , 0.5 ," 242,438 "," 7,015 ", 40.0 , 1.0 ,
322,OR,Oregon,2," 619,186 "," 4,754 "," 13,268 "," 2,129 ", 2.1 , 0.3 ," 47,630 "," 3,852 ", 7.7 , 0.6 ," 161,388 "," 5,872 ", 26.1 , 0.9 ," 179,946 "," 5,937 ", 29.1 , 0.9 ," 61,291 "," 4,381 ", 9.9 , 0.7 ," 99,261 "," 4,851 ", 16.0 , 0.8 ," 56,402 "," 3,503 ", 9.1 , 0.6 ," 558,288 "," 6,178 ", 90.2 , 0.7 ," 155,663 "," 5,930 ", 25.1 , 1.0 ,
323,OR,Oregon,3," 627,716 "," 5,932 "," 12,960 "," 1,993 ", 2.1 , 0.3 ," 28,825 "," 2,883 ", 4.6 , 0.5 ," 121,458 "," 5,859 ", 19.3 , 0.9 ," 158,417 "," 6,188 ", 25.2 , 1.0 ," 52,252 "," 3,597 ", 8.3 , 0.6 ," 157,586 "," 6,151 ", 25.1 , 1.0 ," 96,218 "," 4,290 ", 15.3 , 0.7 ," 585,931 "," 6,590 ", 93.3 , 0.6 ," 253,804 "," 7,112 ", 40.4 , 1.1 ,
324,OR,Oregon,4," 638,548 "," 5,000 "," 11,701 "," 2,297 ", 1.8 , 0.4 ," 45,999 "," 4,161 ", 7.2 , 0.7 ," 164,956 "," 6,735 ", 25.8 , 1.1 ," 201,222 "," 7,047 ", 31.5 , 1.0 ," 58,029 "," 3,720 ", 9.1 , 0.6 ," 100,115 "," 4,830 ", 15.7 , 0.7 ," 56,526 "," 3,282 ", 8.9 , 0.5 ," 580,848 "," 6,637 ", 91.0 , 0.7 ," 156,641 "," 5,522 ", 24.5 , 0.8 ,
325,OR,Oregon,5," 606,523 "," 6,245 "," 10,875 "," 1,950 ", 1.8 , 0.3 ," 36,398 "," 3,214 ", 6.0 , 0.5 ," 152,097 "," 7,880 ", 25.1 , 1.3 ," 167,719 "," 6,576 ", 27.7 , 1.0 ," 56,373 "," 4,183 ", 9.3 , 0.7 ," 119,939 "," 5,752 ", 19.8 , 0.9 ," 63,122 "," 3,971 ", 10.4 , 0.7 ," 559,250 "," 6,628 ", 92.2 , 0.6 ," 183,061 "," 6,854 ", 30.2 , 1.1 ,
326,PA,Pennsylvania,1," 544,860 "," 4,939 "," 8,473 "," 1,374 ", 1.6 , 0.2 ," 22,937 "," 2,688 ", 4.2 , 0.5 ," 156,819 "," 5,281 ", 28.8 , 1.0 ," 97,767 "," 4,719 ", 17.9 , 0.8 ," 42,868 "," 3,233 ", 7.9 , 0.6 ," 134,297 "," 6,308 ", 24.6 , 1.1 ," 81,699 "," 4,440 ", 15.0 , 0.8 ," 513,450 "," 5,566 ", 94.2 , 0.5 ," 215,996 "," 7,177 ", 39.6 , 1.2 ,
327,PA,Pennsylvania,2," 496,510 "," 12,153 "," 26,299 "," 3,431 ", 5.3 , 0.7 ," 56,776 "," 4,665 ", 11.4 , 0.9 ," 198,771 "," 8,952 ", 40.0 , 1.4 ," 85,428 "," 5,708 ", 17.2 , 1.0 ," 29,704 "," 3,902 ", 6.0 , 0.8 ," 68,370 "," 5,140 ", 13.8 , 1.1 ," 31,162 "," 3,449 ", 6.3 , 0.7 ," 413,435 "," 10,431 ", 83.3 , 0.9 ," 99,532 "," 6,050 ", 20.0 , 1.3 ,
328,PA,Pennsylvania,3," 564,612 "," 11,678 "," 11,692 "," 2,206 ", 2.1 , 0.4 ," 42,143 "," 4,570 ", 7.5 , 0.8 ," 157,520 "," 7,327 ", 27.9 , 1.2 ," 116,200 "," 7,150 ", 20.6 , 1.1 ," 27,138 "," 3,005 ", 4.8 , 0.5 ," 117,374 "," 7,281 ", 20.8 , 1.2 ," 92,545 "," 5,556 ", 16.4 , 1.0 ," 510,777 "," 11,429 ", 90.5 , 0.9 ," 209,919 "," 8,227 ", 37.2 , 1.3 ,
329,PA,Pennsylvania,4," 543,723 "," 4,822 "," 8,807 "," 1,885 ", 1.6 , 0.3 ," 22,739 "," 2,265 ", 4.2 , 0.4 ," 142,022 "," 6,055 ", 26.1 , 1.1 ," 88,390 "," 4,730 ", 16.3 , 0.8 ," 39,064 "," 3,219 ", 7.2 , 0.6 ," 144,278 "," 5,237 ", 26.5 , 1.0 ," 98,423 "," 3,635 ", 18.1 , 0.7 ," 512,177 "," 5,425 ", 94.2 , 0.6 ," 242,701 "," 6,219 ", 44.6 , 1.2 ,
330,PA,Pennsylvania,5," 519,983 "," 6,115 "," 10,562 "," 2,074 ", 2.0 , 0.4 ," 31,422 "," 3,125 ", 6.0 , 0.6 ," 160,532 "," 5,865 ", 30.9 , 1.1 ," 99,737 "," 5,340 ", 19.2 , 1.0 ," 37,695 "," 3,449 ", 7.2 , 0.7 ," 106,551 "," 5,162 ", 20.5 , 0.9 ," 73,484 "," 3,165 ", 14.1 , 0.6 ," 477,999 "," 6,411 ", 91.9 , 0.7 ," 180,035 "," 6,331 ", 34.6 , 1.1 ,
331,PA,Pennsylvania,6," 522,912 "," 4,827 "," 12,563 "," 1,898 ", 2.4 , 0.4 ," 27,757 "," 2,649 ", 5.3 , 0.5 ," 130,458 "," 6,032 ", 24.9 , 1.1 ," 92,678 "," 3,990 ", 17.7 , 0.8 ," 35,515 "," 3,298 ", 6.8 , 0.6 ," 138,750 "," 4,330 ", 26.5 , 0.9 ," 85,191 "," 4,525 ", 16.3 , 0.9 ," 482,592 "," 5,372 ", 92.3 , 0.7 ," 223,941 "," 5,038 ", 42.8 , 1.0 ,
332,PA,Pennsylvania,7," 552,078 "," 4,662 "," 15,318 "," 2,339 ", 2.8 , 0.4 ," 35,659 "," 2,999 ", 6.5 , 0.5 ," 189,151 "," 7,068 ", 34.3 , 1.2 ," 111,581 "," 5,922 ", 20.2 , 1.0 ," 48,351 "," 3,413 ", 8.8 , 0.6 ," 94,809 "," 4,307 ", 17.2 , 0.8 ," 57,209 "," 3,667 ", 10.4 , 0.7 ," 501,101 "," 5,451 ", 90.8 , 0.6 ," 152,018 "," 5,193 ", 27.5 , 1.0 ,
333,PA,Pennsylvania,8," 535,133 "," 5,536 "," 11,439 "," 2,605 ", 2.1 , 0.5 ," 37,736 "," 3,635 ", 7.1 , 0.7 ," 200,538 "," 6,816 ", 37.5 , 1.3 ," 109,953 "," 5,007 ", 20.5 , 0.9 ," 48,725 "," 3,232 ", 9.1 , 0.6 ," 81,079 "," 4,638 ", 15.2 , 0.9 ," 45,663 "," 3,916 ", 8.5 , 0.7 ," 485,958 "," 6,006 ", 90.8 , 0.8 ," 126,742 "," 6,005 ", 23.7 , 1.1 ,
334,PA,Pennsylvania,9," 555,775 "," 5,005 "," 16,996 "," 2,148 ", 3.1 , 0.4 ," 42,409 "," 3,512 ", 7.6 , 0.6 ," 240,099 "," 6,289 ", 43.2 , 1.0 ," 97,346 "," 5,206 ", 17.5 , 0.9 ," 47,334 "," 3,479 ", 8.5 , 0.6 ," 73,298 "," 4,274 ", 13.2 , 0.8 ," 38,293 "," 2,451 ", 6.9 , 0.4 ," 496,370 "," 6,304 ", 89.3 , 0.8 ," 111,591 "," 4,981 ", 20.1 , 0.9 ,
335,PA,Pennsylvania,10," 552,761 "," 5,816 "," 15,277 "," 2,521 ", 2.8 , 0.5 ," 34,073 "," 3,668 ", 6.2 , 0.7 ," 189,962 "," 7,214 ", 34.4 , 1.2 ," 99,038 "," 4,258 ", 17.9 , 0.8 ," 48,044 "," 3,407 ", 8.7 , 0.6 ," 108,486 "," 5,906 ", 19.6 , 1.0 ," 57,881 "," 3,759 ", 10.5 , 0.7 ," 503,411 "," 6,591 ", 91.1 , 0.7 ," 166,367 "," 7,290 ", 30.1 , 1.3 ,
336,PA,Pennsylvania,11," 553,568 "," 5,995 "," 35,053 "," 4,201 ", 6.3 , 0.8 ," 42,629 "," 3,580 ", 7.7 , 0.6 ," 202,751 "," 7,321 ", 36.6 , 1.2 ," 91,320 "," 5,601 ", 16.5 , 1.0 ," 41,919 "," 2,852 ", 7.6 , 0.5 ," 92,575 "," 3,842 ", 16.7 , 0.7 ," 47,321 "," 3,757 ", 8.5 , 0.7 ," 475,886 "," 7,899 ", 86.0 , 0.9 ," 139,896 "," 5,360 ", 25.3 , 0.9 ,
337,PA,Pennsylvania,12," 551,022 "," 3,977 "," 15,618 "," 1,959 ", 2.8 , 0.4 ," 38,952 "," 2,748 ", 7.1 , 0.5 ," 234,876 "," 4,395 ", 42.6 , 0.8 ," 103,919 "," 4,002 ", 18.9 , 0.7 ," 46,333 "," 2,564 ", 8.4 , 0.5 ," 71,193 "," 3,452 ", 12.9 , 0.6 ," 40,131 "," 2,647 ", 7.3 , 0.5 ," 496,452 "," 4,620 ", 90.1 , 0.6 ," 111,324 "," 4,545 ", 20.2 , 0.8 ,
338,PA,Pennsylvania,13," 545,111 "," 3,919 "," 13,896 "," 1,825 ", 2.5 , 0.3 ," 40,577 "," 3,032 ", 7.4 , 0.6 ," 241,288 "," 5,545 ", 44.3 , 1.0 ," 99,961 "," 4,842 ", 18.3 , 0.9 ," 48,425 "," 2,768 ", 8.9 , 0.5 ," 62,268 "," 3,558 ", 11.4 , 0.6 ," 38,696 "," 3,220 ", 7.1 , 0.6 ," 490,638 "," 5,483 ", 90.0 , 0.7 ," 100,964 "," 4,939 ", 18.5 , 0.9 ,
339,PA,Pennsylvania,14," 551,164 "," 2,665 "," 8,357 "," 1,292 ", 1.5 , 0.2 ," 28,415 "," 2,327 ", 5.2 , 0.4 ," 219,548 "," 5,856 ", 39.8 , 1.1 ," 100,379 "," 4,720 ", 18.2 , 0.8 ," 53,868 "," 3,210 ", 9.8 , 0.6 ," 91,121 "," 4,786 ", 16.5 , 0.9 ," 49,476 "," 3,320 ", 9.0 , 0.6 ," 514,392 "," 3,618 ", 93.3 , 0.5 ," 140,597 "," 5,515 ", 25.5 , 1.0 ,
340,PA,Pennsylvania,15," 548,615 "," 4,573 "," 13,986 "," 1,959 ", 2.5 , 0.4 ," 34,673 "," 2,185 ", 6.3 , 0.4 ," 246,984 "," 5,527 ", 45.0 , 0.9 ," 91,462 "," 3,649 ", 16.7 , 0.7 ," 51,525 "," 3,049 ", 9.4 , 0.5 ," 72,269 "," 2,929 ", 13.2 , 0.5 ," 37,716 "," 3,061 ", 6.9 , 0.6 ," 499,956 "," 4,408 ", 91.1 , 0.5 ," 109,985 "," 4,251 ", 20.0 , 0.8 ,
341,PA,Pennsylvania,16," 539,710 "," 2,919 "," 12,118 "," 1,965 ", 2.2 , 0.4 ," 31,769 "," 2,526 ", 5.9 , 0.5 ," 211,587 "," 4,842 ", 39.2 , 0.9 ," 99,574 "," 3,683 ", 18.4 , 0.7 ," 51,589 "," 2,978 ", 9.6 , 0.6 ," 86,897 "," 4,013 ", 16.1 , 0.7 ," 46,176 "," 2,978 ", 8.6 , 0.5 ," 495,823 "," 3,842 ", 91.9 , 0.6 ," 133,073 "," 4,747 ", 24.7 , 0.9 ,
